Device,Core,Index,Time,PID,Event,RWBS,Offset,Length,Process
"8,0",10,282,0.147513068,0,C,W,245043256,2560,0
"8,0",10,283,0.150071632,0,C,W,245045816,2560,0
"8,0",10,284,0.152440446,0,C,W,245048376,2560,0
"8,0",10,285,0.154890982,0,C,W,245050936,2560,0
"8,0",10,286,0.157345916,0,C,W,245053496,2560,0
"8,0",10,287,0.157381423,980014,G,W,245056056,2560,kworker/u48:0
"8,0",10,288,0.157383082,980014,P,N,,,kworker/u48:0
"8,0",10,289,0.157390527,980014,X,W,245058616,245061176,kworker/u48:0
"8,0",10,290,0.157393012,980014,G,W,245058616,2560,kworker/u48:0
"8,0",10,291,0.157393840,980014,U,N,,,kworker/u48:0
"8,0",10,292,0.157394843,980014,I,W,245056056,2560,kworker/u48:0
"8,0",10,293,0.157405720,980014,D,W,245056056,2560,kworker/u48:0
"8,0",10,294,0.157413507,980014,P,N,,,kworker/u48:0
"8,0",10,295,0.157415202,980014,X,W,245061176,245063736,kworker/u48:0
"8,0",10,296,0.157415911,980014,G,W,245061176,2560,kworker/u48:0
"8,0",10,297,0.157416127,980014,U,N,,,kworker/u48:0
"8,0",10,298,0.157416452,980014,I,W,245058616,2560,kworker/u48:0
"8,0",10,299,0.157418935,980014,D,W,245058616,2560,kworker/u48:0
"8,0",10,300,0.157420427,980014,P,N,,,kworker/u48:0
"8,0",10,301,0.157425425,980014,G,W,245063736,1888,kworker/u48:0
"8,0",10,302,0.157425649,980014,U,N,,,kworker/u48:0
"8,0",10,303,0.157425901,980014,I,W,245061176,2560,kworker/u48:0
"8,0",10,304,0.157428341,980014,D,W,245061176,2560,kworker/u48:0
"8,0",10,305,0.157429883,980014,P,N,,,kworker/u48:0
"8,0",10,306,0.159878776,980014,C,W,245056056,2560,0
"8,0",10,307,0.162329153,980014,C,W,245058616,2560,0
"8,0",10,308,0.164772088,980014,C,W,245061176,2560,0
"8,0",10,309,0.165278025,980014,Q,W,245065624,51224,kworker/u48:0
"8,0",10,310,0.165278909,980014,X,W,245065624,245067456,kworker/u48:0
"8,0",10,311,0.165279094,980014,G,W,245065624,1832,kworker/u48:0
"8,0",10,312,0.165279161,980014,U,N,,,kworker/u48:0
"8,0",10,313,0.165279274,980014,I,W,245063736,1888,kworker/u48:0
"8,0",10,314,0.165280480,980014,D,W,245063736,1888,kworker/u48:0
"8,0",10,315,0.165280888,980014,P,N,,,kworker/u48:0
"8,0",10,316,0.165281251,980014,X,W,245067456,245070016,kworker/u48:0
"8,0",10,317,0.165281365,980014,G,W,245067456,2560,kworker/u48:0
"8,0",10,318,0.165281401,980014,U,N,,,kworker/u48:0
"8,0",10,319,0.165281440,980014,I,W,245065624,1832,kworker/u48:0
"8,0",10,320,0.165282598,980014,D,W,245065624,1832,kworker/u48:0
"8,0",10,321,0.165283425,980014,P,N,,,kworker/u48:0
"8,0",10,322,0.165283691,980014,X,W,245070016,245072576,kworker/u48:0
"8,0",10,323,0.165283783,980014,G,W,245070016,2560,kworker/u48:0
"8,0",10,324,0.165283817,980014,U,N,,,kworker/u48:0
"8,0",10,325,0.165283892,980014,I,W,245067456,2560,kworker/u48:0
"8,0",10,326,0.165284230,980014,D,W,245067456,2560,kworker/u48:0
"8,0",10,327,0.165284447,980014,P,N,,,kworker/u48:0
"8,0",10,328,0.165284695,980014,X,W,245072576,245075136,kworker/u48:0
"8,0",10,329,0.165284783,980014,G,W,245072576,2560,kworker/u48:0
"8,0",10,330,0.165284818,980014,U,N,,,kworker/u48:0
"8,0",10,331,0.165284869,980014,I,W,245070016,2560,kworker/u48:0
"8,0",10,332,0.165285144,980014,D,W,245070016,2560,kworker/u48:0
"8,0",10,333,0.165285372,980014,P,N,,,kworker/u48:0
"8,0",10,334,0.165285679,980014,X,W,245075136,245077696,kworker/u48:0
"8,0",10,335,0.165285785,980014,G,W,245075136,2560,kworker/u48:0
"8,0",10,336,0.165285820,980014,U,N,,,kworker/u48:0
"8,0",10,337,0.165285852,980014,I,W,245072576,2560,kworker/u48:0
"8,0",10,338,0.165286121,980014,D,W,245072576,2560,kworker/u48:0
"8,0",10,339,0.165286355,980014,P,N,,,kworker/u48:0
"8,0",10,340,0.165286584,980014,X,W,245077696,245080256,kworker/u48:0
"8,0",10,341,0.165286781,980014,UT,N,,,kworker/u48:0
"8,0",10,342,0.165286811,980014,I,W,245075136,2560,kworker/u48:0
"8,0",10,343,0.165290579,598,D,W,245075136,2560,kworker/10:1H
"8,0",10,344,0.167184665,0,C,W,245063736,1888,0
"8,0",10,345,0.172102477,76,C,W,245065624,1832,0
"8,0",10,346,0.172105425,76,C,W,245067456,2560,0
"8,0",10,347,0.173848362,0,C,W,245070016,2560,0
"8,0",10,348,0.176293337,0,C,W,245072576,2560,0
"8,0",10,349,0.178749001,0,C,W,245075136,2560,0
"8,0",10,350,0.178778060,980014,G,W,245077696,2560,kworker/u48:0
"8,0",10,351,0.178779014,980014,P,N,,,kworker/u48:0
"8,0",10,352,0.178784371,980014,X,W,245080256,245082816,kworker/u48:0
"8,0",10,353,0.178786224,980014,G,W,245080256,2560,kworker/u48:0
"8,0",10,354,0.178786815,980014,U,N,,,kworker/u48:0
"8,0",10,355,0.178787557,980014,I,W,245077696,2560,kworker/u48:0
"8,0",10,356,0.178795404,980014,D,W,245077696,2560,kworker/u48:0
"8,0",10,357,0.178800977,980014,P,N,,,kworker/u48:0
"8,0",10,358,0.178802342,980014,X,W,245082816,245085376,kworker/u48:0
"8,0",10,359,0.178802905,980014,G,W,245082816,2560,kworker/u48:0
"8,0",10,360,0.178803109,980014,U,N,,,kworker/u48:0
"8,0",10,361,0.178803333,980014,I,W,245080256,2560,kworker/u48:0
"8,0",10,362,0.178805316,980014,D,W,245080256,2560,kworker/u48:0
"8,0",10,363,0.178806649,980014,P,N,,,kworker/u48:0
"8,0",10,364,0.178808248,980014,X,W,245085376,245087936,kworker/u48:0
"8,0",10,365,0.178808796,980014,G,W,245085376,2560,kworker/u48:0
"8,0",10,366,0.178809004,980014,U,N,,,kworker/u48:0
"8,0",10,367,0.178809224,980014,I,W,245082816,2560,kworker/u48:0
"8,0",10,368,0.178811277,980014,D,W,245082816,2560,kworker/u48:0
"8,0",10,369,0.178812671,980014,P,N,,,kworker/u48:0
"8,0",10,370,0.178813882,980014,X,W,245087936,245090496,kworker/u48:0
"8,0",10,371,0.178814449,980014,G,W,245087936,2560,kworker/u48:0
"8,0",10,372,0.178814650,980014,U,N,,,kworker/u48:0
"8,0",10,373,0.178814861,980014,I,W,245085376,2560,kworker/u48:0
"8,0",10,374,0.178816739,980014,D,W,245085376,2560,kworker/u48:0
"8,0",10,375,0.178817986,980014,P,N,,,kworker/u48:0
"8,0",10,376,0.178819334,980014,X,W,245090496,245093056,kworker/u48:0
"8,0",10,377,0.178819943,980014,G,W,245090496,2560,kworker/u48:0
"8,0",10,378,0.178820145,980014,U,N,,,kworker/u48:0
"8,0",10,379,0.178820351,980014,I,W,245087936,2560,kworker/u48:0
"8,0",10,380,0.178822413,980014,D,W,245087936,2560,kworker/u48:0
"8,0",10,381,0.178823547,980014,P,N,,,kworker/u48:0
"8,0",10,382,0.178825081,980014,X,W,245093056,245095616,kworker/u48:0
"8,0",10,383,0.178825845,980014,UT,N,,,kworker/u48:0
"8,0",10,384,0.178826048,980014,I,W,245090496,2560,kworker/u48:0
"8,0",10,385,0.178839087,598,D,W,245090496,2560,kworker/10:1H
"8,0",10,386,0.181323566,0,C,W,245077696,2560,0
"8,0",10,387,0.183779372,0,C,W,245080256,2560,0
"8,0",10,388,0.186233701,0,C,W,245082816,2560,0
"8,0",10,389,0.188697604,0,C,W,245085376,2560,0
"8,0",10,390,0.191140514,0,C,W,245087936,2560,0
"8,0",10,391,0.193585149,0,C,W,245090496,2560,0
"8,0",10,392,0.193622202,980014,G,W,245093056,2560,kworker/u48:0
"8,0",10,393,0.193623952,980014,P,N,,,kworker/u48:0
"8,0",10,394,0.193631968,980014,X,W,245095616,245098176,kworker/u48:0
"8,0",10,395,0.193634349,980014,G,W,245095616,2560,kworker/u48:0
"8,0",10,396,0.193635464,980014,U,N,,,kworker/u48:0
"8,0",10,397,0.193636500,980014,I,W,245093056,2560,kworker/u48:0
"8,0",10,398,0.193646975,980014,D,W,245093056,2560,kworker/u48:0
"8,0",10,399,0.193655235,980014,P,N,,,kworker/u48:0
"8,0",10,400,0.193657142,980014,X,W,245098176,245100736,kworker/u48:0
"8,0",10,401,0.193657743,980014,G,W,245098176,2560,kworker/u48:0
"8,0",10,402,0.193658053,980014,U,N,,,kworker/u48:0
"8,0",10,403,0.193658381,980014,I,W,245095616,2560,kworker/u48:0
"8,0",10,404,0.193660568,980014,D,W,245095616,2560,kworker/u48:0
"8,0",10,405,0.193662048,980014,P,N,,,kworker/u48:0
"8,0",10,406,0.193663902,980014,X,W,245100736,245103296,kworker/u48:0
"8,0",10,407,0.193664876,980014,G,W,245100736,2560,kworker/u48:0
"8,0",10,408,0.193665101,980014,U,N,,,kworker/u48:0
"8,0",10,409,0.193665347,980014,I,W,245098176,2560,kworker/u48:0
"8,0",10,410,0.193667800,980014,D,W,245098176,2560,kworker/u48:0
"8,0",10,411,0.193669527,980014,P,N,,,kworker/u48:0
"8,0",10,412,0.193671027,980014,X,W,245103296,245105856,kworker/u48:0
"8,0",10,413,0.193671638,980014,G,W,245103296,2560,kworker/u48:0
"8,0",10,414,0.193671848,980014,U,N,,,kworker/u48:0
"8,0",10,415,0.193672189,980014,I,W,245100736,2560,kworker/u48:0
"8,0",10,416,0.193674770,980014,D,W,245100736,2560,kworker/u48:0
"8,0",10,417,0.193676160,980014,P,N,,,kworker/u48:0
"8,0",10,418,0.193677791,980014,X,W,245105856,245108416,kworker/u48:0
"8,0",10,419,0.193678411,980014,G,W,245105856,2560,kworker/u48:0
"8,0",10,420,0.193678634,980014,U,N,,,kworker/u48:0
"8,0",10,421,0.193678884,980014,I,W,245103296,2560,kworker/u48:0
"8,0",10,422,0.193680973,980014,D,W,245103296,2560,kworker/u48:0
"8,0",10,423,0.193682273,980014,P,N,,,kworker/u48:0
"8,0",10,424,0.193684054,980014,X,W,245108416,245110976,kworker/u48:0
"8,0",10,425,0.193684981,980014,UT,N,,,kworker/u48:0
"8,0",10,426,0.193685221,980014,I,W,245105856,2560,kworker/u48:0
"8,0",10,427,0.193701909,598,D,W,245105856,2560,kworker/10:1H
"8,0",10,428,0.196199374,0,C,W,245093056,2560,0
"8,0",10,429,0.198637641,0,C,W,245095616,2560,0
"8,0",10,430,0.201191780,0,C,W,245098176,2560,0
"8,0",10,431,0.203595712,0,C,W,245100736,2560,0
"8,0",10,432,0.206095557,0,C,W,245103296,2560,0
"8,0",10,433,0.208550773,0,C,W,245105856,2560,0
"8,0",10,434,0.208599874,980014,G,W,245108416,2560,kworker/u48:0
"8,0",10,435,0.208602038,980014,P,N,,,kworker/u48:0
"8,0",10,436,0.208610043,980014,X,W,245110976,245113536,kworker/u48:0
"8,0",10,437,0.208612387,980014,G,W,245110976,2560,kworker/u48:0
"8,0",10,438,0.208613172,980014,U,N,,,kworker/u48:0
"8,0",10,439,0.208614317,980014,I,W,245108416,2560,kworker/u48:0
"8,0",10,440,0.208625536,980014,D,W,245108416,2560,kworker/u48:0
"8,0",10,441,0.208633287,980014,P,N,,,kworker/u48:0
"8,0",10,442,0.208635123,980014,X,W,245113536,245116096,kworker/u48:0
"8,0",10,443,0.208635912,980014,G,W,245113536,2560,kworker/u48:0
"8,0",10,444,0.208636138,980014,U,N,,,kworker/u48:0
"8,0",10,445,0.208636459,980014,I,W,245110976,2560,kworker/u48:0
"8,0",10,446,0.208638995,980014,D,W,245110976,2560,kworker/u48:0
"8,0",10,447,0.208640461,980014,P,N,,,kworker/u48:0
"8,0",10,448,0.208643430,980014,G,W,245116096,752,kworker/u48:0
"8,0",10,449,0.208643654,980014,U,N,,,kworker/u48:0
"8,0",10,450,0.208643902,980014,I,W,245113536,2560,kworker/u48:0
"8,0",10,451,0.208646373,980014,D,W,245113536,2560,kworker/u48:0
"8,0",10,452,0.208648100,980014,P,N,,,kworker/u48:0
"8,0",10,453,0.211096052,980014,C,W,245108416,2560,0
"8,0",10,454,0.213545447,980014,C,W,245110976,2560,0
"8,0",10,455,0.215989939,980014,C,W,245113536,2560,0
"8,0",10,456,0.231394945,980014,Q,W,245116848,114768,kworker/u48:0
"8,0",10,457,0.231395357,980014,X,W,245116848,245119408,kworker/u48:0
"8,0",10,458,0.231395587,980014,G,W,245116848,2560,kworker/u48:0
"8,0",10,459,0.231395692,980014,U,N,,,kworker/u48:0
"8,0",10,460,0.231395853,980014,I,W,245116096,752,kworker/u48:0
"8,0",10,461,0.231396753,980014,D,W,245116096,752,kworker/u48:0
"8,0",10,462,0.231397223,980014,P,N,,,kworker/u48:0
"8,0",10,463,0.231397487,980014,X,W,245119408,245121968,kworker/u48:0
"8,0",10,464,0.231397618,980014,G,W,245119408,2560,kworker/u48:0
"8,0",10,465,0.231397671,980014,U,N,,,kworker/u48:0
"8,0",10,466,0.231397711,980014,I,W,245116848,2560,kworker/u48:0
"8,0",10,467,0.231398202,980014,D,W,245116848,2560,kworker/u48:0
"8,0",10,468,0.231398533,980014,P,N,,,kworker/u48:0
"8,0",10,469,0.231398834,980014,X,W,245121968,245124528,kworker/u48:0
"8,0",10,470,0.231398956,980014,G,W,245121968,2560,kworker/u48:0
"8,0",10,471,0.231398998,980014,U,N,,,kworker/u48:0
"8,0",10,472,0.231399037,980014,I,W,245119408,2560,kworker/u48:0
"8,0",10,473,0.231399382,980014,D,W,245119408,2560,kworker/u48:0
"8,0",10,474,0.231399661,980014,P,N,,,kworker/u48:0
"8,0",10,475,0.231400005,980014,X,W,245124528,245127088,kworker/u48:0
"8,0",10,476,0.231400182,980014,G,W,245124528,2560,kworker/u48:0
"8,0",10,477,0.231400233,980014,U,N,,,kworker/u48:0
"8,0",10,478,0.231400271,980014,I,W,245121968,2560,kworker/u48:0
"8,0",10,479,0.231400603,980014,D,W,245121968,2560,kworker/u48:0
"8,0",10,480,0.231400890,980014,P,N,,,kworker/u48:0
"8,0",10,481,0.231401179,980014,X,W,245127088,245129648,kworker/u48:0
"8,0",10,482,0.231401312,980014,G,W,245127088,2560,kworker/u48:0
"8,0",10,483,0.231401370,980014,U,N,,,kworker/u48:0
"8,0",10,484,0.231401407,980014,I,W,245124528,2560,kworker/u48:0
"8,0",10,485,0.231401978,980014,D,W,245124528,2560,kworker/u48:0
"8,0",10,486,0.231402244,980014,P,N,,,kworker/u48:0
"8,0",10,487,0.231402595,980014,X,W,245129648,245132208,kworker/u48:0
"8,0",10,488,0.231402821,980014,UT,N,,,kworker/u48:0
"8,0",10,489,0.231402861,980014,I,W,245127088,2560,kworker/u48:0
"8,0",10,490,0.231406703,598,D,W,245127088,2560,kworker/10:1H
"8,0",10,491,0.232276803,0,C,W,245116096,752,0
"8,0",10,492,0.234666553,0,C,W,245116848,2560,0
"8,0",10,493,0.237058089,0,C,W,245119408,2560,0
"8,0",10,494,0.239596929,0,C,W,245121968,2560,0
"8,0",10,495,0.242039232,0,C,W,245124528,2560,0
"8,0",10,496,0.244501472,0,C,W,245127088,2560,0
"8,0",10,497,0.244532335,980014,G,W,245129648,2560,kworker/u48:0
"8,0",10,498,0.244532974,980014,P,N,,,kworker/u48:0
"8,0",10,499,0.244536715,980014,X,W,245132208,245134768,kworker/u48:0
"8,0",10,500,0.244538005,980014,G,W,245132208,2560,kworker/u48:0
"8,0",10,501,0.244538403,980014,U,N,,,kworker/u48:0
"8,0",10,502,0.244538931,980014,I,W,245129648,2560,kworker/u48:0
"8,0",10,503,0.244544536,980014,D,W,245129648,2560,kworker/u48:0
"8,0",10,504,0.244548260,980014,P,N,,,kworker/u48:0
"8,0",10,505,0.244549297,980014,X,W,245134768,245137328,kworker/u48:0
"8,0",10,506,0.244549788,980014,G,W,245134768,2560,kworker/u48:0
"8,0",10,507,0.244549932,980014,U,N,,,kworker/u48:0
"8,0",10,508,0.244550088,980014,I,W,245132208,2560,kworker/u48:0
"8,0",10,509,0.244551640,980014,D,W,245132208,2560,kworker/u48:0
"8,0",10,510,0.244552607,980014,P,N,,,kworker/u48:0
"8,0",10,511,0.244553768,980014,X,W,245137328,245139888,kworker/u48:0
"8,0",10,512,0.244554137,980014,G,W,245137328,2560,kworker/u48:0
"8,0",10,513,0.244554278,980014,U,N,,,kworker/u48:0
"8,0",10,514,0.244554434,980014,I,W,245134768,2560,kworker/u48:0
"8,0",10,515,0.244555982,980014,D,W,245134768,2560,kworker/u48:0
"8,0",10,516,0.244557073,980014,P,N,,,kworker/u48:0
"8,0",10,517,0.244558166,980014,X,W,245139888,245142448,kworker/u48:0
"8,0",10,518,0.244558772,980014,G,W,245139888,2560,kworker/u48:0
"8,0",10,519,0.244558913,980014,U,N,,,kworker/u48:0
"8,0",10,520,0.244559069,980014,I,W,245137328,2560,kworker/u48:0
"8,0",10,521,0.244560475,980014,D,W,245137328,2560,kworker/u48:0
"8,0",10,522,0.244561268,980014,P,N,,,kworker/u48:0
"8,0",10,523,0.244562558,980014,X,W,245142448,245145008,kworker/u48:0
"8,0",10,524,0.244562984,980014,G,W,245142448,2560,kworker/u48:0
"8,0",10,525,0.244563112,980014,U,N,,,kworker/u48:0
"8,0",10,526,0.244563265,980014,I,W,245139888,2560,kworker/u48:0
"8,0",10,527,0.244564486,980014,D,W,245139888,2560,kworker/u48:0
"8,0",10,528,0.244565461,980014,P,N,,,kworker/u48:0
"8,0",10,529,0.244566521,980014,X,W,245145008,245147568,kworker/u48:0
"8,0",10,530,0.244567051,980014,UT,N,,,kworker/u48:0
"8,0",10,531,0.244567194,980014,I,W,245142448,2560,kworker/u48:0
"8,0",10,532,0.244576615,598,D,W,245142448,2560,kworker/10:1H
"8,0",10,533,0.247082846,0,C,W,245129648,2560,0
"8,0",10,534,0.249461379,0,C,W,245132208,2560,0
"8,0",10,535,0.251985759,0,C,W,245134768,2560,0
"8,0",10,536,0.254442081,0,C,W,245137328,2560,0
"8,0",10,537,0.256891891,0,C,W,245139888,2560,0
"8,0",10,538,0.259347401,0,C,W,245142448,2560,0
"8,0",10,539,0.259380157,980014,G,W,245145008,2560,kworker/u48:0
"8,0",10,540,0.259381178,980014,P,N,,,kworker/u48:0
"8,0",10,541,0.259386965,980014,X,W,245147568,245150128,kworker/u48:0
"8,0",10,542,0.259388932,980014,G,W,245147568,2560,kworker/u48:0
"8,0",10,543,0.259389593,980014,U,N,,,kworker/u48:0
"8,0",10,544,0.259390438,980014,I,W,245145008,2560,kworker/u48:0
"8,0",10,545,0.259399270,980014,D,W,245145008,2560,kworker/u48:0
"8,0",10,546,0.259405520,980014,P,N,,,kworker/u48:0
"8,0",10,547,0.259406840,980014,X,W,245150128,245152688,kworker/u48:0
"8,0",10,548,0.259407543,980014,G,W,245150128,2560,kworker/u48:0
"8,0",10,549,0.259407851,980014,U,N,,,kworker/u48:0
"8,0",10,550,0.259408106,980014,I,W,245147568,2560,kworker/u48:0
"8,0",10,551,0.259410554,980014,D,W,245147568,2560,kworker/u48:0
"8,0",10,552,0.259412174,980014,P,N,,,kworker/u48:0
"8,0",10,553,0.259413580,980014,X,W,245152688,245155248,kworker/u48:0
"8,0",10,554,0.259414208,980014,G,W,245152688,2560,kworker/u48:0
"8,0",10,555,0.259414435,980014,U,N,,,kworker/u48:0
"8,0",10,556,0.259414684,980014,I,W,245150128,2560,kworker/u48:0
"8,0",10,557,0.259417172,980014,D,W,245150128,2560,kworker/u48:0
"8,0",10,558,0.259418836,980014,P,N,,,kworker/u48:0
"8,0",10,559,0.259420205,980014,X,W,245155248,245157808,kworker/u48:0
"8,0",10,560,0.259420841,980014,G,W,245155248,2560,kworker/u48:0
"8,0",10,561,0.259421057,980014,U,N,,,kworker/u48:0
"8,0",10,562,0.259421300,980014,I,W,245152688,2560,kworker/u48:0
"8,0",10,563,0.259423123,980014,D,W,245152688,2560,kworker/u48:0
"8,0",10,564,0.259424596,980014,P,N,,,kworker/u48:0
"8,0",10,565,0.259426144,980014,X,W,245157808,245160368,kworker/u48:0
"8,0",10,566,0.259426758,980014,G,W,245157808,2560,kworker/u48:0
"8,0",10,567,0.259426987,980014,U,N,,,kworker/u48:0
"8,0",10,568,0.259427362,980014,I,W,245155248,2560,kworker/u48:0
"8,0",10,569,0.259429391,980014,D,W,245155248,2560,kworker/u48:0
"8,0",10,570,0.259430904,980014,P,N,,,kworker/u48:0
"8,0",10,571,0.259432229,980014,X,W,245160368,245162928,kworker/u48:0
"8,0",10,572,0.259433034,980014,UT,N,,,kworker/u48:0
"8,0",10,573,0.259433274,980014,I,W,245157808,2560,kworker/u48:0
"8,0",10,574,0.259448022,598,D,W,245157808,2560,kworker/10:1H
"8,0",10,575,0.261953096,0,C,W,245145008,2560,0
"8,0",10,576,0.264406098,0,C,W,245147568,2560,0
"8,0",10,577,0.266870552,0,C,W,245150128,2560,0
"8,0",10,578,0.269319528,0,C,W,245152688,2560,0
"8,0",10,579,0.271766978,0,C,W,245155248,2560,0
"8,0",10,580,0.274234485,0,C,W,245157808,2560,0
"8,0",10,581,0.274267294,980014,G,W,245160368,2560,kworker/u48:0
"8,0",10,582,0.274268307,980014,P,N,,,kworker/u48:0
"8,0",10,583,0.274274416,980014,X,W,245162928,245165488,kworker/u48:0
"8,0",10,584,0.274276399,980014,G,W,245162928,2560,kworker/u48:0
"8,0",10,585,0.274277067,980014,U,N,,,kworker/u48:0
"8,0",10,586,0.274277914,980014,I,W,245160368,2560,kworker/u48:0
"8,0",10,587,0.274286735,980014,D,W,245160368,2560,kworker/u48:0
"8,0",10,588,0.274292813,980014,P,N,,,kworker/u48:0
"8,0",10,589,0.274294508,980014,X,W,245165488,245168048,kworker/u48:0
"8,0",10,590,0.274295224,980014,G,W,245165488,2560,kworker/u48:0
"8,0",10,591,0.274295449,980014,U,N,,,kworker/u48:0
"8,0",10,592,0.274295777,980014,I,W,245162928,2560,kworker/u48:0
"8,0",10,593,0.274298060,980014,D,W,245162928,2560,kworker/u48:0
"8,0",10,594,0.274299575,980014,P,N,,,kworker/u48:0
"8,0",10,595,0.274301147,980014,X,W,245168048,245170608,kworker/u48:0
"8,0",10,596,0.274301826,980014,G,W,245168048,2560,kworker/u48:0
"8,0",10,597,0.274302045,980014,U,N,,,kworker/u48:0
"8,0",10,598,0.274302295,980014,I,W,245165488,2560,kworker/u48:0
"8,0",10,599,0.274305044,980014,D,W,245165488,2560,kworker/u48:0
"8,0",10,600,0.274306637,980014,P,N,,,kworker/u48:0
"8,0",10,601,0.274307871,980014,X,W,245170608,245173168,kworker/u48:0
"8,0",10,602,0.274308538,980014,G,W,245170608,2560,kworker/u48:0
"8,0",10,603,0.274308759,980014,U,N,,,kworker/u48:0
"8,0",10,604,0.274309092,980014,I,W,245168048,2560,kworker/u48:0
"8,0",10,605,0.274311110,980014,D,W,245168048,2560,kworker/u48:0
"8,0",10,606,0.274312517,980014,P,N,,,kworker/u48:0
"8,0",10,607,0.274314132,980014,X,W,245173168,245175728,kworker/u48:0
"8,0",10,608,0.274314741,980014,G,W,245173168,2560,kworker/u48:0
"8,0",10,609,0.274314965,980014,U,N,,,kworker/u48:0
"8,0",10,610,0.274315210,980014,I,W,245170608,2560,kworker/u48:0
"8,0",10,611,0.274317155,980014,D,W,245170608,2560,kworker/u48:0
"8,0",10,612,0.274318447,980014,P,N,,,kworker/u48:0
"8,0",10,613,0.274319801,980014,X,W,245175728,245178288,kworker/u48:0
"8,0",10,614,0.274320627,980014,UT,N,,,kworker/u48:0
"8,0",10,615,0.274320871,980014,I,W,245173168,2560,kworker/u48:0
"8,0",10,616,0.274335580,598,D,W,245173168,2560,kworker/10:1H
"8,0",10,617,0.276770564,0,C,W,245160368,2560,0
"8,0",10,618,0.279210385,0,C,W,245162928,2560,0
"8,0",10,619,0.281730966,0,C,W,245165488,2560,0
"8,0",10,620,0.284189388,0,C,W,245168048,2560,0
"8,0",10,621,0.286640116,0,C,W,245170608,2560,0
"8,0",10,622,0.289082396,0,C,W,245173168,2560,0
"8,0",10,623,0.289115226,980014,G,W,245175728,2560,kworker/u48:0
"8,0",10,624,0.289116301,980014,P,N,,,kworker/u48:0
"8,0",10,625,0.289122000,980014,X,W,245178288,245180848,kworker/u48:0
"8,0",10,626,0.289124028,980014,G,W,245178288,2560,kworker/u48:0
"8,0",10,627,0.289124800,980014,U,N,,,kworker/u48:0
"8,0",10,628,0.289125643,980014,I,W,245175728,2560,kworker/u48:0
"8,0",10,629,0.289134409,980014,D,W,245175728,2560,kworker/u48:0
"8,0",10,630,0.289140461,980014,P,N,,,kworker/u48:0
"8,0",10,631,0.289142313,980014,X,W,245180848,245183408,kworker/u48:0
"8,0",10,632,0.289143412,980014,G,W,245180848,2560,kworker/u48:0
"8,0",10,633,0.289143641,980014,U,N,,,kworker/u48:0
"8,0",10,634,0.289143899,980014,I,W,245178288,2560,kworker/u48:0
"8,0",10,635,0.289146425,980014,D,W,245178288,2560,kworker/u48:0
"8,0",10,636,0.289147917,980014,P,N,,,kworker/u48:0
"8,0",10,637,0.289149870,980014,X,W,245183408,245185968,kworker/u48:0
"8,0",10,638,0.289150540,980014,G,W,245183408,2560,kworker/u48:0
"8,0",10,639,0.289150761,980014,U,N,,,kworker/u48:0
